특허명 TEXT,IPC넘버,출원인  NGRAM,출원번호 NUMERIC,출원날짜DATETIME,등록번호 NUMERIC,등록일자DATETIME,공개번호 NUMERIC,공개일자 DATETIME,대리인 NGRAM,발명가 KEYWORD,설명, STORED,,,,
무인 오일회수장치(UNMANNED OIL SKIMMER),"['B63B 35/32 B63H 5/07  .... ', 'B63B 35/32|B63H 5/07|B63B 27/22|B65G 15/30|B65D 25/08|B63H 21/21|B63B 39/02|B63B 43/02|E02B 15/06|E02B 15/08']",인천대학교 산학협력단,1020160060126, 2016.05.17,1018085140000, 2017.12.07,1020170129440, 2017.11.27,특허법인 남앤남,한상훈 김의겸 유진동 임종근 김태영 박효수 김연성,"무인 오일회수장치가 개시된다. 본 발명에 따른 무인 오일회수장치는, 상기 부력몸체의 양단부에서 전방으로 돌출된 한 쌍의 돌출부력체와, 내측에 형성된 전방개구공간을 포함하여 수면에 부유하는 부력체; 상기 부력체의 후방 양단에 설치되어 추력을 발생시키는 스크류; 상기 전방개구공간에서 전단부는 수면에 잠기고 후방 쪽으로 상향 경사지게 컨베이어 형태로 설치되어 회전하며, 벨트의 표면에 오일을 부착시키는 다수 개의 브러쉬모듈이 구비된 오일부착부; 상기 부력체에 대응하는 형상으로 되어 상기 부력체의 상부에 결합되고, 내부에 장착공간이 구비된 상부프레임; 상기 오일부착부의 후단부와 인접한 상기 상부프레임의 내부 일측에 판형으로 설치되어 상기 오일부착부에 부착된 오일을 분리하는 스크래퍼와, 상기 스크래퍼의 하단에 설치되어 분리된 오일을 수거하는 오일수거함을 포함하는 오일수집부; 및 상기 장착공간에 구비되고, 사용자의 단말기와 무선네트워크를 통해 연결되어 상기 스크류와 상기 오일부착부의 회전을 각각 제어하는 제어부를 포함하는 것을 특징으로 한다. 본 발명에 의하면, 오일회수장치가 원격운항이 가능해짐에 따라 오일펜스 외측 주변이나 오일 방제선이 접근하기 어려운 해안선 주변 또는 천해를 자유롭게 운항하며 유출된 오일을 효과적으로 수거할 수 있고, 흡착제나 뜰채를 사용하는 방제인력을 대체 또는 보완할 수 있게 된다.",,,,,
금속 유기 골격체를 이용한 저온 일산화탄소 산화반응 촉매(LOW―TEMPERATURE CARBON MONOXIDE OXIDATION CATALYST USING METAL ORGANIC FRAMEWORK),['C01B 32/50 B01J 31/16 '],인천대학교 산학협력단,1020140083512, 2014.07.04,1016618050000, 2016.09.26,1020160005218, 2016.01.14,차준용,이창연,"본 발명은 금속 유기 골격체를 이용한 저온 일산화탄소 산화반응 촉매에 관한 것으로, 더욱 상세하게는 일산화탄소(CO)의 산화반응에 특이적인 촉매활성을 갖는 코발트(Co) 금속이 결합된 다공성 금속 유기 골격체(Metal Organic Framework; MOF)를 일산화탄소(CO) 산화반응의 촉매로 사용함으로써, 200℃ 이하의 저온에서 일산화탄소(CO)를 이산화탄소(CO 2 )로 효율적으로 산화시킬 수 있는 방법, 및 이러한 방법에 사용되는 금속 유기 골격체(Metal Organic Framework; MOF) 촉매에 관한 것이다.",,,,,
개구리밥으로부터 분리된 잠아를 이용한 제초제 탐지 키트(Kit for detecting herbicide usig turion separated from Spirodela polyrhiza),"['C12Q 1/02 G01N 33/18  .... ', 'C12Q 1/02|G01N 33/18|C12N 1/10']",인천대학교 산학협력단,1020140064102, 2014.05.28,1016636570000, 2016.09.30,1020150136750, 2015.12.08,고영갑 특허법인충정 권정기 임상엽,한태준 박지혜,"본 발명은 개구리밥으로부터 분리된 휴면상태의 잠아, 개구리밥의 잠아를 배양하기 위한 용기, 제초제 시료 및 개구리밥의 잠아를 배양하기 위한 배지를 포함하는 제초제 탐지 키트를 제공한다. 본 발명에 따른 제초제 탐지 키트는 제초제 독성 평가를 위한 지표 물질로 개구리밥의 엽상체로부터 분리된 휴면상태의 잠아를 이용하고, 제초제 독성 평가를 위한 파라미터로 잠아의 발아에 의해 형성된 개구리밥의 뿌리 길이 또는 엽상체 면적을 이용하기 때문에 제초제 탐지 시간이 약 3일 정도만 소요되고, 제초제에 대한 높은 민감성을 가지며, 다양한 제초제에 의한 농작물의 오염 평가가 가능하다.",,,,,
통합 수질 계측장치(water quality measuring apparatus),"['G01N 21/63 G01N 21/17  .... ', 'G01N 21/63|G01N 21/17|G01N 21/25|G01N 33/18']",지오씨 주식회사 인천대학교 산학협력단,1020160015506, 2016.02.11,1017750910000, 2017.08.30,1020170094806, 2017.08.22,이재량,박인철 김준형 강태형 정윤석 이영배 정창환 박규하 류광춘 강용문 홍윤식,"본 발명은 통합 수질 계측장치에 관한 것으로서, 측정대상 용액을 담수할 수 있도록 된 메인 수조를 갖는 본체와, 본체 상에 장착되어 메인 수조에 저수된 용액에 대한 용존산소를 측정하는 용존산소 측정센서와, 본체 상에 장착되어 메인 수조에 저수된 용액에 대한 산도를 측정하는 산도 측정센서와, 본체 상에 장착되어 메인 수조에 저수된 용액에 대한 탁도를 측정하는 탁도 측정센서와, 용존산소 측정센서와 산도측정센서 및 탁도측정센서의 구동을 제어하고, 센서들로부터 수신된 측정값으로부터 용존산소, 산도 및 탁도를 산출하여 표시부를 통해 제공하는 제어유니트를 구비한다. 이러한 통합 수질 계측장치에 의하면, 광학식으로 측정함으로써 측정과정에서 용액의 변질을 억제하여 측정 정밀도를 안정적으로 유지할 수 있고 용존산소, 산도 및 탁도를 모두 측정할 수 있는 장점을 제공한다.",,,,,
금속-폴리아닐린 복합체의 합성방법(SYNTHESIS METHOD OF METAL-POLYANILINE COMPOSITE),"['C08G 73/02 C08J 3/20  .... ', 'C08G 73/02|C08J 3/20|C08J 3/28']",인천대학교 산학협력단,1020160013566, 2016.02.03,1017831240000, 2017.09.22,1020170092343, 2017.08.11,차준용,권오중 이현준 임태호,"본 발명은 금속-폴리아닐린 복합체의 합성방법에 관한 것으로, 더욱 상세하게는 별도의 산화제 첨가 없이 액체 상태의 순수 아닐린 단량체와 금속 전구체만을 혼합한 후 이를 초음파 방사 처리함으로써, 금속 전구체의 종류에 따라 금속-폴리아닐린 복합체의 형상을 적절히 결정, 제어하고, 이러한 형상의 균일도를 증가시키며, 종래 과량의 산화제 사용으로 인한 폴리아닐린의 물성 감소를 방지할 수 있는 금속-폴리아닐린 복합체의 합성 및 형상 제어 방법에 관한 것이다. 본 발명에 따라 일정한 형상으로 합성된 금속-폴리아닐린 복합체는 전자장치, 광학장치, 촉매 및 에너지 관련장치를 비롯한 다양한 분야의 소재로 활용될 수 있다.",,,,,
C70-금속클러스터 복합체 및 이의 제조 방법(C70-metal cluster complex and method for preparing the same),"['C07F 15/00 C07F 13/00  .... ', 'C07F 15/00|C07F 13/00|C01B 31/02|C09K 11/06|H01L 51/50']",인천대학교 산학협력단,1020140057602, 2014.05.14,, ,1020150131425, 2015.11.25,차준용,이창연,본 발명은 C 70 -금속클러스터 복합체 및 이의 제조 방법에 관한 것이다. 본 발명에 따른 C 70 -금속클러스터 복합체는 우수한 전기화학적 특성을 나타내어 차세대 전자재료로 이용할 수 있는 효과가 있다.,,,,,
센서 네트워크를 이용한 지역별 TVWS 정보의 획득 방법 및 시스템(METHOD AND SYSTEM FOR OBTAINING TV WHITE SPACE INFORMATION BY USING SENSOR NETWORK),['H04W 16/14 H04W 16/02 '],인천대학교 산학협력단,1020150188244, 2015.12.29,1017608070000, 2017.07.18,1020170078087, 2017.07.07,특허법인충정,황광일,"RF 입력 신호로부터 사용 가능한 채널 정보인 TVWS(TV White Space) 정보를 생성하는 복수의 센싱 기기; 상기 복수의 센싱 기기로부터 TVWS 정보 및 위치 정보를 수신하는 적어도 하나의 수집 기기; 및 상기 적어도 하나의 수집 기기로부터 상기 복수의 센싱 기기 각각이 생성한 TVWS 정보 및 위치 정보를 수신하고, 수신된 정보들에 기초하여 위치 별 TVWS 정보를 저장하는 DB 서버를 포함하는 것을 특징으로 하는 본 발명의 일 실시예에 따른 TVWS 정보의 획득 시스템이 개시된다.",,,,,
마이크로 버블 발생장치(DEVICE FOR GENERATING MICROBUBBLES),"['B01F 5/04 B01F 3/04  .... ', 'B01F 5/04|B01F 3/04|C02F 1/74']",인천대학교 산학협력단 에이치씨테크(주),1020150180174, 2015.12.16,, ,1020170071933, 2017.06.26,특허법인남촌,안호선 이창훈 최홍,"본 발명은 마이크로 버블 발생장치에 관한 것이다. 본 발명은 설치공간(12)이 양측으로 개구되어 형성되는 메인블록(10)와, 상기 설치공간(12)의 입구측에 결합되고 외부로부터 유체가 유입되는 유입홀(35)이 형성되는 제1커버(30)와, 상기 제1커버(30)의 반대편에 해당하는 상기 설치공간(12)의 출구측에 결합되고 유입된 유체가 배출되는 배출홀(45)이 형성되는 제2커버(40)와, 상기 설치공간(12)에 분리가능하게 결합되고 내부에는 그 양단이 상기 유입홀(35) 및 배출홀(45)에 각각 연통되되 중심부의 직경이 상대적으로 줄어드는 노즐공간(52)이 형성되며 상기 노즐공간(52)은 외부와 연결되어 외부로부터 공기가 유입되는 노즐수단(50)을 포함한다. 본 발명은 유체가 마이크로 버블 발생장치 내부로 흐르는 과정에서, 내장된 노즐수단(50)의 벤츄리효과를 통해 외부의 기체가 노즐 내부로 자연스럽게 유입된다. 본 발명에서는 외부의 기체를 주입하기 위한 별도의 장치 및 구동원이 필요하지 않게 되고, 마이크로 버블 발생장치의 구조가 단순해지고 부품수가 줄어들게 되며, 결과적으로 마이크로 버블 발생장치의 제조비용이 감소하는 효과가 있다.",,,,,
HVDC 시스템의 과도 성능 향상을 위한 제어 방법 및 HVDC 시스템의 인버터 제어 장치(A CONTROL METHOD TO IMPROVE TRANSIENT PERFORMANCE OF HVDC SYSTEM AND AN INVERTER CONTROL APPARATUS OF HVDC SYSTEM),"['H02J 1/00 H02M 1/08  .... ', 'H02J 1/00|H02M 1/08|H02M 1/00']",인천대학교 산학협력단,1020150167414, 2015.11.27,1017674510000, 2017.08.07,1020170062055, 2017.06.07,특허법인충정,김학만 손호익 송민석,"본 발명의 일 실시예에 의한 HVDC 시스템의 과도 성능 향상을 위한 제어 방법은, (a) 초고압 직류 송전(HVDC: High Voltage Direct Current) 시스템의 인버터의 동작을 제어하는 인버터 제어 장치의 제어부에서, 상기 HVDC 시스템의 정류기가 정전류 제어 모드에서 동작하는지를 판단하는 단계; (b) 상기 정류기가 정전류 제어 모드에서 동작하는 경우, 상기 제어부에서, 상기 인버터가 정전류 제어 모드에서 동작하는지를 판단하는 단계; 및 (c) 상기 정류기와 상기 인버터가 정전류 제어 모드에서 동작하는 경우, 상기 제어부가, 상기 인버터 제어 장치 내의 정소호각 제어기에 인가되는 소호각 지령치를 소정의 소호각 보정치 만큼 증가시키는 단계를 포함하여, HVDC 시스템이 정류기 측의 AC 계통의 고장 발생 후 회복되는 과정에서 상대적으로 인버터의 출력 및 AC 계통의 전압변동을 줄일 수 있고 정상 상태로의 도달 시간인 과도 시간을 단축할 수 있다.",,,,,
다중 객체 추적을 위한 트랙렛의 특징 벡터 할당이 가능한 전자 장치 및 그 동작 방법(ELECTRONIC DEVICE CAPABLE OF FEATURE VECTOR ASSIGNMENT TO A TRACKLET FOR MULTI-OBJECT TRACKING AND OPERATING METHOD THEREOF),"['G06K 9/32 G06K 9/48  .... ', 'G06K 9/32|G06K 9/48|G06K 9/46|G06T 7/20|G06K 9/00']",인천대학교 산학협력단,1020190039617, 2019.04.04,1019913070000, 2019.06.14, , ,김효성,배승환,"다중 객체 추적을 위한 트랙렛의 특징 벡터 할당이 가능한 전자 장치 및 그 동작 방법이 개시된다. 본 발명은 다중 객체 추적에 있어서 정확한 추적 경로(trajectory)의 생성이 가능하도록 지원하기 위해, 트랙렛(tracklet)에 대한 특징 벡터를 비교적 정확하게 할당할 수 있는 전자 장치 및 그 동작 방법에 대한 것이다.",,,,,
인간세포의 세포사멸 억제 용도로 사용되는 누에의 저장 단백질 1(SILKWORM STORAGE PROTEIN 1 USED FOR INHIBITION OF APOPTOSIS IN HUMAN CELL),"['C07K 14/435 C12N 15/85  .... ', 'C07K 14/435|C12N 15/85|A61K 8/64|A61Q 19/00|A61K 38/00']",인천대학교 산학협력단,1020150152334, 2015.10.30,, ,1020170051732, 2017.05.12,차준용,이원종,"본 발명은 인간세포의 세포사멸 억제 용도로 사용되는 누에의 저장 단백질 1에 관한 것으로, 더욱 상세하게는 누에(Silkworm)의 유전자로부터 제작 및 생산된 저장 단백질 1(Storage Protein 1; SP1)의 생물학적 기능, 즉 인간세포에서 발생하는 세포사멸(Apoptosis) 억제 기능 및 항산화 기능을 새롭게 규명하고, 이를 바이오 의약 분야의 치료용 단백질 생산을 위한 세포주 제작, 세포 배양 배지 소재 및 기능성 화장품 소재 등으로 활용함으로써, 세포사멸을 최소화하면서 치료용 단백질 등의 생산성을 극대화할 수 있는 누에 저장 단백질 1(SP1)의 신규한 용도, 및 이를 이용한 SP1 발현 안정 세포주(Stable cell line)의 제조방법에 관한 것이다.",,,,,
유수분리 필터용 소재(MATERIAL FOR OIL/WATER SEPARATING FILTER),"['B01D 39/14 B01D 35/00  .... ', 'B01D 39/14|B01D 35/00|B01D 17/02|C23C 16/455|C23C 16/06']",인천대학교 산학협력단,1020150180336, 2015.12.16,, ,1020170072017, 2017.06.26,차준용,이한보람 오일권 김형준 전덕진,"본 발명은 유수분리 필터용 소재에 관한 것으로, 더욱 상세하게는 원자층 증착법(Atomic layer deposition; ALD)을 이용하여 정유기(유수분리기) 요소 필터의 여재에 희토류 산화물(Rare Earth Oxide; REO)을 코팅함으로써, 수분 제거 특성을 대폭 향상시켜 수백 ppm 이하 수준의 초미세 수분까지 제거할 수 있게 하고, 열적 안정성 및 내구성을 개선함과 더불어, 코팅층의 우수한 박막 특성을 구현할 수 있는 초소수성 신소재, 이의 제조방법, 및 이를 포함하는 고성능 유수분리 필터에 관한 것이다.",,,,,
희토류 산화물 박막을 이용한 표면 개질방법(METHOD FOR MODIFYING SURFACE OF SUBSTRATE USING RARE EARTH OXIDE THIN FILM),"['C23C 16/455 C23C 16/50  .... ', 'C23C 16/455|C23C 16/50|C23C 16/40']",인천대학교 산학협력단,1020150178476, 2015.12.14,1017516190000, 2017.06.21,1020170070668, 2017.06.22,차준용,이한보람 최준호 김형준 오일권,"본 발명은 희토류 산화물 박막을 이용한 표면 개질방법에 관한 것으로, 더욱 상세하게는 플라즈마 원자층 증착법(PE-ALD)을 이용하여 무기물(Si, SiO 2 , Pt) 기판에 희토류 산화물(Y 2 O 3 )을 소정 두께로 증착함으로써, 고온에서도 안정적으로 소수성 표면을 유지할 수 있고, PE-ALD 공정에 의한 박막 성장시 발생하는 기판의 데미지를 최소화할 수 있으며, 구체적인 하부 기판의 소수성 특성에 따라 증착 표면의 최종 소수성 특성을 적절히 조절할 수 있는 희토류 산화물 박막을 이용한 표면 개질방법, 및 이에 따라 표면 개질된 소수성 기판에 관한 것이다.",,,,,
